,class,tweet
389,1,""" ; So hot!! Lick it, bitch fuck yeah. Eat that trainer u dirty fucker"
390,1,""" ; Y'all think celebrity pussy different from the locals? ;; yeah Meghan goods is"""
391,2,""" ""I saw an ajumma walk out in the beginning saying, 'Wow, this is so trash that I can't even listen to it..'"" ;"" lmaoo"
392,1,""" Need these sox fuck yeah. I love a kinky scally lad w/ rank sox and sneaks"
393,1,""" I don't ever expose females like that.. That's childish.."" bitch nigga shiiii....."
394,1,""" "" yasss"" *trys new things with bestfriend*"" *bitch who do you love*"
395,2,""" Dude remember this wop video? OMG WHERE DID YOU FIND THAT"
396,1,""" Thick raw fuck Damn his man pussy is getting a workout."
397,2,""" RAWR!! ""My"" sexy French scally. I love him! #frenchscally sexy scally woof woof"
398,1,""" Nothin in life is free.. Some of you bitches need to write that on ya panties"";;"
399,1,""" if one of you bitches want some of my burrito u can catch me at potosino"" huh? Haha"
400,1,""" Niggas whole hoes out here cuz"" Couldn't had said it better..;"
401,1,""" Hardcore way to eat Mac and cheese 1. Boil water 2. Snort cheese powder 3. Drink boiling water 4. Fuck bitches"""
402,1,""" #YoureNotMyType if my fade is perpetually fresher than yours."" That's a real ass bitch rite there"
403,1,""" annoying bitch that I love JUDYANN'S SO PRETTY!!!!!"
404,1,""" Lmao bitch got on some huggies"
405,1,""" Hi bitch No bitch Bye bitch"" "
406,1,""" does he look like a bitch?"" "
407,1,""" Chase money ; not ; hoes ; ;;"";;;;"
408,1,""" can't stand a ""I don't know what I want"" ass nigga ;"" bitch*"
409,1,""" "" "" I'm on my way love a #chav""hot"" sexy scally fucker."
410,1,""" These newly gay bitches don't kno how shit works"""
411,1,""" When a bitch don't want a real job they just become strippers lol"" lol."
412,1,""" Awww Meat Meat In His Feelins""i ainn n my feelings bitch"
413,1,""" I Want Snake Bites , MY Industrial Piercin &amp; A Tattoo""Dem hoe accessories dea ;;;;"
414,2,""" Baby albino ; "
415,1,""" these hoes ain't loyal."""
416,1,""" YASSSSSS, ORDERED CHINESE ;"" bitch you just ate tacos you fat fuck"
417,1,""" I made that bitch lunch. Bitches love lunch."
418,1,"""A NO BRAINER"" But as soon as this bitch gets rich in political power, her views will change! POLITICAL WHORES! "
419,1,"""A pussy a day keeps the devil away"" -"
420,1,"""Ain't that about a bitch""... What does that mean?"
421,1,"""All these bitches want a baby, I don't want no children."""
422,1,"""And bitch you must be lost"" ;;"
423,1,"""Baby I like being on your left side"" no bitch you can't be there Cuz the street on that side and Twitter said I ain't real if you do"
424,2,"""Bae"" sounds like such a ghetto word. Use something else"
425,1,"""Batter the wee cunt Jewis"" y cos he fucked my ex? Emma isnt battering the girls I've nailed?Ive moved on,stop being a pussy n do it urself."
426,1,"""Bleed out hoe!!!"" -Alexa"
427,1,"""Boolin' in the bando wit a few bitches"""
428,2,"""Brownies for my brownie"" I love this movie. ;"
429,1,"""But I need a bad bitch that's hotter than me"" might be the realist shit PartyNextDoor ever said. That's how I be feelin everyday"
430,1,"""By the way we do punch bitches."""
431,1,"""Caesar is home"" ; so much this bitch looks like. Lets start with ape shit;;;"""
432,2,"""Chinese Maverick: We were communicating Comrade , u know giving the imperialist Yanks the Birdie"" "
433,1,"""Dad say hi to my snapchat"" Dad "";;;; duces bitch"" ;;;;"
434,1,"""Do you believe these hoes are not in fact loyal?"" ""I disagree with that, I do believe they are in fact the loyalest bunch,these hoes"""
435,1,"""Don't know no ugly bitches! Don't know no broke niggas!""--"
436,1,"""Don't make me make you fall in live with a nigga like meee..."" The birds 1&amp;2 are my favorite songs by Weeknd"
437,0,"""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch."""
438,1,"""Don't you ever give my pussy away. You keep it tight, alright?"""
439,1,"""Dropped a stack cause bitch I'm ON"". - Song called ""Dope"". Download the mixtape here: "
440,1,"""Dumb bitches do dumb things"""
441,1,"""Eat the pussy like a real nigga hungry"""
442,1,"""Eff it. Let's go after the cripple."" "
443,1,"""Everything look better with a bitch next to it"""
444,1,"""Facto Who cares if you a hoe when your ass looks like this? "
445,1,"""For every bad bitch there is a nigga tired of fucking her"""
446,1,"""Foreign chick, no lie.. Man that bitch Beautiful"""
447,1,"""Fresh nigga so you kno I need a clean bitch... Who kno I'm working cuz I wanna see my team rich."" "
448,1,"""Fuck 5/0 I make my own rules. Suck my dragon balls bitch call me goku"""
449,2,"""Generate ASCII boxes with NodeJS"" all I see is the ability to bring flappy-bird in node via ASCII tubes and bird ^_^ "
450,1,"""Get me that shit bitch you is fine bear"""
451,1,"""Get your ass back to Detroit ya fuckin' wigger!"""
452,1,"""Girls that I dated, its okay I ain't mad yo, unless you stabbed me in the heart, no love hoe"""
453,1,"""HOW DO YOU KNOW MY TWITTER PASSWORD"" bitch please"
454,1,"""Have you seen my shows? Have you seen my hoes? If I wasn't hot would they be so thick?"""
455,1,"""He a bitch for hitting that hoe"" ;;;;;;;;;"
456,1,"""He married to a white woman... lucky sum-bitch"" - Uncle Ruckus"
457,1,"""He wanna be my nigga, but I'm just trinna be his savings account ;"" ;;;; omg imma funny ass bitch man, but that's Real Shit ;"
458,1,"""Her great grandmas a hoe,her grandmas a hoe,her moms and a hoe, and she's a hoe! It's a long line of hoes!"" -Grandpa Carl everyone"
459,0,"""Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger"" - #shitmybosssays"
460,1,"""Hey pussy you still there?"""
461,2,"""How about we draft all those gung-ho folks and send them to Afghanistan or other war zones so they can show their... "
462,1,"""How hotter than is it?"" ""A bitch."""
463,1,"""How u talking to hoes bout bro n em.. Why you talking to hoes bout bro n em"""
464,1,"""How you doing, crazy bitch?"" is hilarious!"
465,1,"""I KNOW my shoes dirty as fuck, whatever, bitch. You don't have to call!"" Like, negro... one of the first things they LOOK at is shoes, dog"
466,2,"""I am a thrill billy..with a hillbilly heart."" - HAHAHAHAHA Jesus Murphy!"
467,1,"""I call him my bitch"" "
468,1,"""I can't handle no liquor... But these bitches can't handle meeedd"" - Chief Sosa"
469,1,"""I don't chase after dudes... I chase after bitches."" - Edgar Bautista"
470,1,"""I don't love these hoes, baby It's me and you forever"""
471,1,"""I dont even need a picture of tamar, that bitch is beat in every picture"";;;;;"
472,1,"""I dont have hoes"" ;"
473,2,"""I found a new way to chug you have to open your mouth alot"" #shitallysays"
474,1,"""I fucking hate that bitch so much I wanna smack her in the face then tongue kiss her"""
475,1,"""I got a bitch set it off like jada picket..queen latifah you riding round with your nieces bitch you titi"""
476,1,"""I got a sister, she told me stop calling women bitches.."""
477,1,"""I guess this is the night bitches die...!!!!"" Stewie is that nigga...!"
478,1,"""I had a bitch that had a bitch, had the bitch eating halibut.."" - #FreshRhymes #JerkSquad #SlowStir"
479,1,"""I have this lady-love She's married, but I still wanna bang her She won't have sex with me What a bitch"" ~A troubadour, probably"
480,1,"""I heard you was looking for Candy Man, bitch"""
481,1,"""I hope you don't get mad, ladies. I only call you bitches 'bitches' bc I don't know your names individually."" -Katt Williams "
482,1,"""I just got a number 3 I'm a bitch boy"""
483,1,"""I know that shit eatin grin! You either just fucked the girl of your dreams or you sold a car. We know you're a faggot. What'd you sell?"";"
484,1,"""I only be with older men cause they're more mature"" That supposed to fool us bitch?"
485,1,"""I prolly leave up out this bitch with my cups in my hand and yo hand in my other hand."""
486,1,"""I said i don't like it, it tastes like wolf pussy"" ""what? How do you even know what that tastes like"""
487,1,"""I taught myself how to eat pussy, and cut my own hair"" ""I taught myself how to eat pussy hair""; Name the movie ;"
488,1,"""I used to dress up like a cop too."" ""Oh really?"" ""Yeah...right after 9/11...mad pussy."" ""Really?"" ""Yes...I'll NEVER FORGET."""
489,1,"""I went to jail for a flock, &amp; came home wit a strike.. You went to jail as a bitch, came home as a dike""- "
490,1,"""I will fuck u where u stand"". ""U dizzy bitch"". Two unique &amp; separate phrases I overheard a relative saying when I was younger."
491,1,"""I woke up like thi-"" bitch go back to bed"
492,1,"""I would rather you call me bitch than sir"" -my manager"
493,1,"""I'll beat on that pussy so hard"""
494,2,"""I'll slit your throat-neck"" "
495,1,"""I'm a funky ass honkey."" - 's shout out to tonight before ""Cabaret"" ; #JT2020Tour"
496,1,"""I'm comparing KFC to the pussy"" "
497,1,"""I'm downloading you a new personality and ordering you a new face! You bitch.. I love you.. Goddamn it!"" -Axl Rose yelling at his sex robot"
498,1,"""I'm feelin like Malcolm in the middle, these bitches surround me they can't miss em"""
499,1,"""I'm gonna piss on your dimple Stop wasting prayers on trash teams lol"""
500,1,"""I'm probably your main bitch chocolate dipped cinnamon apple"""
501,1,"""I'm sick of his shit man Sit his bitch ass, I'm fed up bro "" Geno threw yet another pick smh"""""
502,1,"""I'm sorry I fucked yo bitch... But she really dig a nigga"" "
503,1,"""IBS"" irritable bitch syndrome."
504,1,"""If you love her then hide yo bitch so you'll keep shorty."" "
505,1,"""If you talk back to me you ain't getting no pussy."" Me: "
506,1,"""If you're a bad bitch put your hands up high"" Every girl in the room starts waving there hands around."
507,1,"""Imma tie that bitch up in the basement and donkey-fuck her ass for two weeks straight"" hahahahahahahahaha #50centmovie #beforeiselfdestruct"
508,1,"""In My Mind"" Gotta be the dumb hoe anthem..."
509,2,"""Is that an albino Mexican?"" ""No dad, he's Asian."""
510,1,"""It takes a true directioner to accept Larry"" You know what bitch its fans like you that make the boys cry. #ThankYouPaulForConfirmingLarry"
511,1,"""It's allegations, were u in the bedroom? Did u see it?"" Words of a naive &amp; blind bitch. We know ur husband cheated on u. Ramona is dumb!!!"
512,1,"""It's never too late to tag a bitch.""- "
513,1,"""It's the dykes"" -hunter dyke with a dyke "
514,1,"""Julia Roberts, you're a ho"" #NottingHill"
515,2,"""Just follow the yellow brick twitter."""
516,1,"""LMFAOOOOOOOOOOOOOOOOOO If your pussy is good but my mama don;t like you? Guess who gotta go;;;..my mama."""
517,2,"""LOL, cripple!"" - Wendy Davis. Scientists create remote-controlled chick to study shy penguins "
518,1,"""Let's do nips ahoy and spank me maybe"""
519,0,"""Let's kill cracker babies!"". WTF did I just hear???????? WOW."
520,1,"""Like... correct me if I'm wrong but... Doesn't pimpin involve 'smackin bitches for money'?"""
521,1,"""Lmao ;; Pound cake look like pussy ; "
522,1,"""Lmao The d.rose adidas are lighter than my phone .... Shit is retarded"""
523,2,"""Mam, Ren;e doet in haar rol net of ze ongesteld is Wat is ongesteld?"" Van dat soort vragen waar je denkt: hoe leg ik die weer uit."
524,1,"""Maybe she wants to be more than your friend or maybe she's a stupid bitch. You never know until you make her cum."" ;;;"
525,2,"""Mine plays DMX and kirk Franklin smh Well my neighbors are ghetto . They get up at like 5am and beat their kids."""
526,0,"""My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife"" ;"
527,1,"""My momma told me to tell you to mind yoooo damn motha fuckin business you 2+2 not knowin what it is bitch!!!!!!"""
528,1,"""My nips are freeeeezing...and that's not okay because they're slicing through my bra...."" ;"
529,1,"""My twitter was hacked"" = I'm too pussy to admit that I said it and now I want to act like I never said it."
530,1,"""Nah girl I ain't gon be able to make it, it's been tight since Russ loss his job"" you in the back like ""damn bitch really"""
531,0,"""Nah its You ;;;; yo i thought some1 photoshopped my face on that faggot smmfh...i hate yall"" "
532,1,"""New Flame"" the song of the yr lol that bitch SUPER run like"
533,1,"""Niggas always yelling ""Fuck bitches, Get money"" meanwhile they're broke and still want the bitches;."""
534,1,"""Niggas be pressed for pussy, Eeeeeen nothin"""
535,1,"""No bitches "" - nan"
536,1,"""No boats and hoes please thanks"" - Mom"
537,2,"""OVO"" ; &amp; kendrick lamar still trash;"
538,1,"""On top of that, she just a pregnant ass sorry hoe. Aint never got no money. Even her water broke."" - #RIPTALLT"
539,2,"""Only a couple of Red Sox have gotten past first base."" I'm dying laughing. Maybe the Yanks need to teach them some game."
540,0,"""Our people"". Now is the time for the Aryan race 2 stand up and say ""no more"". Before the mongerls turn the world into a ghetto slum. 1488"
541,1,"""Pistol whip my Dickau, shoot yo bitch club up."" Sometimes freestyles be freestyles. And I'm okay with that."
542,1,""" it for me. Please and thanks Did a pierced pussy just come across my timeline ;"""
543,1,"""Remy Machiavelli send shots to ya belly"" ; my bitch ;"
544,1,"""Roberto you are one nasty hoe"""
545,1,"""SORRY JB FAN;REALLY JUSTIN COME BACK"". That is the top comment on a Justin Timberlake video with 10 million views. Son of a fucking bitch!"
546,1,"""Searching"" the incredible story of 1 white man's quest to find the ingredients necessary to make Caribbean Jerked Chicken in redneck land"
547,1,"""Selling my soul for material wishes: fast cars and bitches"" #Tupac #smile #remix"
548,1,"""Shake that Bear ... aka two rednecks having sex on a dead bear"""
549,1,"""Shall I compare thee to a summer;s day? No, a summer;s day is not a bitch."""
550,1,"""She gotta shape up her pussy lips tho Whole wheat organic pussy "
551,1,"""She said wigga man you rich...take the du-rag off"" "
552,1,"""She was a bitch anyway"""
553,1,"""She's from Florida so you've got to do the sniff test in those swamp pussies"" ;;;;;;;;;;;;;;;;;;;;;;"
554,1,"""Slow the fuck down, bitch, I know where you live!"" Classy young lady."
555,1,"""So he's a good football player...but he still acts like a nig"""
556,1,"""Stop being a pussy, son, and shove that needle into your own heart!"" #afterearth"
